theta_rad,theta_deg,delta_theta_rad,delta_theta_deg,A_observable,B_complement,imbalance_abs_A_minus_B,G_gap,gap_loss,coherence_ratio
0.12566370614359174,7.2,-0.6597344572538566,-37.800000000000004,0.9842915805643156,0.015708419435684445,0.9685831611286312,0.015461664994517057,0.23453833500548293,0.06184665997806823
0.1264491043069892,7.245000000000001,-0.6589490590904591,-37.754999999999995,0.9840956625933365,0.0159043374066634,0.9681913251866731,0.015651389458318402,0.2343486105416816,0.06260555783327361
0.12723450247038662,7.29,-0.6581636609270617,-37.71,0.9838985501644328,0.016101449835567265,0.9677971003288656,0.015842193148759978,0.23415780685124002,0.06336877259503991
0.12801990063378407,7.335,-0.6573782627636642,-37.665,0.9837002437639591,0.016299756236040738,0.9674004875279184,0.016034074182686386,0.23396592581731362,0.06413629673074554
0.12880529879718153,7.380000000000001,-0.6565928646002668,-37.62,0.9835007438812177,0.016499256118782477,0.9670014877624352,0.0162270306663093,0.2337729693336907,0.0649081226652372
0.12959069696057898,7.425000000000001,-0.6558074664368693,-37.574999999999996,0.9833000510084535,0.016699948991546344,0.9666001020169072,0.016421060695226093,0.2335789393047739,0.06568424278090437
0.1303760951239764,7.47,-0.6550220682734719,-37.53,0.9830981656408574,0.016901834359142637,0.9661963312817148,0.016616162354438743,0.23338383764556125,0.06646464941775497
0.13116149328737386,7.515,-0.6542366701100744,-37.485,0.9828950882765606,0.01710491172343928,0.9657901765531213,0.016812333718372627,0.23318766628162738,0.06724933487349051
0.13194689145077132,7.5600000000000005,-0.653451271946677,-37.44,0.9826908194166369,0.01730918058336306,0.9653816388332739,0.017009572850895587,0.23299042714910442,0.06803829140358235
0.13273228961416877,7.605,-0.6526658737832796,-37.395,0.982485359565099,0.01751464043490087,0.964970719130198,0.017207877805337002,0.232792122194663,0.06883151122134801
0.1335176877775662,7.6499999999999995,-0.651880475619882,-37.35,0.9822787092288991,0.017721290771100948,0.9645574184577982,0.01740724662450704,0.23259275337549296,0.06962898649802816
0.13430308594096366,7.695,-0.6510950774564846,-37.305,0.9820708689179258,0.017929131082074147,0.9641417378358517,0.01760767734071595,0.23239232265928406,0.0704307093628638
0.1350884841043611,7.74,-0.6503096792930871,-37.26,0.9818618391450048,0.018138160854995145,0.9637236782900096,0.017809167975793464,0.23219083202420654,0.07123667190317386
0.13587388226775857,7.785000000000001,-0.6495242811296897,-37.215,0.9816516204258962,0.01834837957410377,0.9633032408517924,0.01801171654110838,0.2319882834588916,0.07204686616443352
0.13665928043115602,7.830000000000001,-0.6487388829662922,-37.169999999999995,0.9814402132792936,0.01855978672070621,0.9628804265585874,0.018215321037588106,0.2317846789624119,0.07286128415035242
0.13744467859455345,7.875,-0.6479534848028948,-37.125,0.9812276182268237,0.01877238177317635,0.9624552364536474,0.018419979455738467,0.23158002054426152,0.07367991782295387
0.1382300767579509,7.92,-0.6471680866394973,-37.08,0.9810138357930429,0.01898616420695706,0.9620276715860858,0.01862568977566352,0.23137431022433647,0.07450275910265408
0.13901547492134836,7.965000000000001,-0.6463826884760999,-37.035,0.9807988665054387,0.019201133494561404,0.9615977330108773,0.018832449967085437,0.23116755003291456,0.07532979986834175
0.1398008730847458,8.010000000000002,-0.6455972903127025,-36.99,0.980582710894426,0.019417289105574047,0.9611654217888519,0.019040257989364602,0.2309597420106354,0.07616103195745841
