theta_deg,phi_deg,S_normal,S_tangent,x_plane,y_plane,distance_from_balance
24.200000000000003,65.8,0.16803689367387922,0.8319631063261208,-20.799999999999997,0.6639262126522416,20.810593408546683
24.25,65.75,0.16868997589213122,0.8313100241078687,-20.75,0.6626200482157375,20.76057719159796
24.3,65.7,0.16934406733817403,0.830655932661826,-20.7,0.661311865323652,20.710560914258643
24.35,65.65,0.16999916601953158,0.8300008339804684,-20.65,0.6600016679609368,20.66054457660086
24.4,65.6,0.17065526994065983,0.8293447300593402,-20.6,0.6586894601186803,20.610528178697205
24.450000000000003,65.55,0.1713123771029522,0.8286876228970478,-20.549999999999997,0.6573752457940956,20.560511720620738
24.5,65.5,0.1719704855047464,0.8280295144952536,-20.5,0.6560590289905073,20.510495202445014
24.55,65.45,0.17262959314133014,0.8273704068586699,-20.45,0.6547408137173398,20.46047862424404
24.6,65.4,0.17328969800494728,0.8267103019950527,-20.4,0.6534206039901054,20.410461986092297
24.65,65.35,0.17395079808480396,0.826049201915196,-20.35,0.6520984038303921,20.360445288064753
24.700000000000003,65.3,0.17461289136707459,0.8253871086329254,-20.299999999999997,0.6507742172658508,20.31042853023682
24.75,65.25,0.1752759758349082,0.8247240241650917,-20.25,0.6494480483301835,20.260411712684416
24.8,65.2,0.17594004946843456,0.8240599505315654,-20.2,0.6481199010631309,20.210394835483893
24.85,65.15,0.1766051102447702,0.8233948897552298,-20.15,0.6467897795104596,20.160377898712095
24.9,65.1,0.17727115613802477,0.8227288438619752,-20.1,0.6454576877239504,20.11036090244633
24.950000000000003,65.05,0.17793818511930679,0.8220618148806932,-20.049999999999997,0.6441236297613864,20.060343846764365
25.0,65.0,0.17860619515673035,0.8213938048432696,-20.0,0.6427876096865393,20.01032673174445
25.05,64.95,0.17927518421542102,0.820724815784579,-19.95,0.641449631569158,19.96030955746529
25.1,64.9,0.17994515025752222,0.8200548497424778,-19.9,0.6401096994849556,19.91029232400606
25.15,64.85,0.18061609124220118,0.8193839087577988,-19.85,0.6387678175155975,19.86027503144641
25.200000000000003,64.8,0.18128800512565518,0.8187119948743449,-19.799999999999997,0.6374239897486897,19.810257679866435
25.25,64.75,0.181960889861118,0.818039110138882,-19.75,0.636078220277764,19.76024026934672
25.3,64.7,0.18263474339886615,0.8173652566011338,-19.7,0.6347305132022676,19.710222799968296
25.35,64.65,0.18330956368622486,0.8166904363137751,-19.65,0.6333808726275503,19.66020527181266
25.4,64.6,0.18398534866757463,0.8160146513324253,-19.6,0.6320293026648507,19.61018768496179
25.450000000000003,64.55,0.18466209628435698,0.815337903715643,-19.549999999999997,0.6306758074312859,19.560170039498097
25.5,64.5,0.1853398044750813,0.8146601955249186,-19.5,0.6293203910498373,19.510152335504486
25.55,64.45,0.18601847117533107,0.8139815288246689,-19.45,0.6279630576493378,19.460134573064295
25.6,64.4,0.18669809431776976,0.8133019056822303,-19.4,0.6266038113644605,19.41011675226134
25.65,64.35,0.18737867183214746,0.8126213281678525,-19.35,0.625242656335705,19.360098873179904
25.700000000000003,64.3,0.18806020164530698,0.811939798354693,-19.299999999999997,0.623879596709386,19.3100809359047
25.75,64.25,0.18874268168119024,0.8112573183188098,-19.25,0.6225146366376195,19.26006294052094
25.8,64.2,0.18942610986084482,0.8105738901391552,-19.2,0.6211477802783103,19.210044887114258
25.85,64.15,0.19011048410242992,0.8098895158975701,-19.15,0.6197790317951402,19.16002677577077
