coherence,b_minor,focus_c,focus_separation,residual,coupling_cost,between_focus_storage
0.41959798994974873,0.41959798994974873,0.9077100455707927,1.8154200911415854,0.5804020100502513,1.0536734699841865,0.7254861869492151
0.41582914572864327,0.41582914572864327,0.9094427533179792,1.8188855066359584,0.5841708542713567,1.0625399002333173,0.731590993472805
0.4120603015075377,0.4120603015075377,0.9111565770609995,1.822313154121999,0.5879396984924623,1.0714102463933362,0.7376984962199779
0.40829145728643224,0.40829145728643224,0.9128516231605887,1.8257032463211773,0.5917085427135678,1.0802842073081336,0.7438084878356056
0.40452261306532666,0.40452261306532666,0.9145279960278964,1.8290559920557927,0.5954773869346733,1.08916148270659,0.7499207615739023
0.4007537688442211,0.4007537688442211,0.9161857981638618,1.8323715963277236,0.5992462311557789,1.0980417731762866,0.7560351112803234
0.39698492462311563,0.39698492462311563,0.9178251301974572,1.8356502603949143,0.6030150753768844,1.1069247801376367,0.7621513313737552
0.39321608040201006,0.39321608040201006,0.9194460909228338,1.8388921818456676,0.6067839195979899,1.1158102058184138,0.7682692168289754
0.3894472361809046,0.3894472361809046,0.9210487773354106,1.8420975546708211,0.6105527638190954,1.124697753228667,0.7743885631593824
0.385678391959799,0.385678391959799,0.9226332846669383,1.8452665693338766,0.614321608040201,1.133587126136012,0.7805091663999822
0.38190954773869346,0.38190954773869346,0.9241997064195739,1.8483994128391479,0.6180904522613065,1.1424780290412824,0.7866308230906239
0.378140703517588,0.378140703517588,0.9257481343989971,1.8514962687979941,0.621859296482412,1.1513701671545313,0.7927533302594754
0.3743718592964824,0.3743718592964824,0.9272786587466008,1.8545573174932015,0.6256281407035176,1.160263246371375,0.7988764854067356
0.37060301507537696,0.37060301507537696,0.9287913679707838,1.8575827359415675,0.629396984924623,1.1691569732496547,0.8050000864885658
0.3668341708542714,0.3668341708542714,0.9302863489773776,1.8605726979547552,0.6331658291457286,1.1780510549864278,0.8111239319012467
0.3630653266331658,0.3630653266331658,0.9317636870992304,1.8635273741984608,0.6369346733668342,1.186945199395251,0.8172478204655375
0.35929648241206036,0.35929648241206036,0.9332234661249791,1.8664469322499582,0.6407035175879396,1.195839114883767,0.823371551411244
0.3555276381909548,0.3555276381909548,0.9346657683270323,1.8693315366540646,0.6444723618090452,1.2047325104315767,0.829494924361982
0.3517587939698493,0.3517587939698493,0.9360906744887897,1.8721813489775794,0.6482412060301507,1.2136250955683805,0.8356177393201283
0.34798994974874375,0.34798994974874375,0.9374982639311216,1.8749965278622431,0.6520100502512562,1.222516580352392,0.8417397966519565
0.3442211055276382,0.3442211055276382,0.9388886145381307,1.8777772290762613,0.6557788944723618,1.2314066753490056,0.8478608970729496
0.3404522613065327,0.3404522613065327,0.9402618027822189,1.8805236055644379,0.6595477386934673,1.2402950916097109,0.8539808416332821
0.33668341708542715,0.33668341708542715,0.9416179037484792,1.8832358074969584,0.6633165829145728,1.2491815406512488,0.8600994317034683
0.3329145728643217,0.3329145728643217,0.9429569911584337,1.8859139823168674,0.6670854271356783,1.2580657344349955,0.866216468960167
