theta_rad,theta_deg,A_observable,B_complement,G_coupling,A_plus_B
0.40369465598628845,23.130000000000003,0.8456934844776032,0.1543065155223968,0.1304960147897331,1.0
0.40526545231308336,23.220000000000002,0.8445569041936742,0.1554430958063258,0.13128053977247123,1.0
0.4068362486398782,23.31,0.8434169232722042,0.15658307672779587,0.13206481681025306,1.0
0.4084070449666731,23.400000000000002,0.8422735529643444,0.15772644703565566,0.13284881494116418,1.0
0.40997784129346804,23.490000000000002,0.8411268045546982,0.15887319544530182,0.13363250321430076,1.0
0.41154863762026295,23.580000000000002,0.8399766893612095,0.16002331063879044,0.1344158506909916,1.0
0.4131194339470578,23.67,0.8388232187350511,0.16117678126494886,0.1351988264460197,0.9999999999999999
0.4146902302738527,23.76,0.8376664040605122,0.16233359593948776,0.13598139956884286,1.0
0.4162610266006476,23.85,0.8365062567548868,0.16349374324511332,0.1367635391648143,1.0
0.41783182292744253,23.94,0.8353427882683601,0.16465721173164,0.13754521435640188,1.0
0.4194026192542374,24.03,0.8341760100838965,0.16582398991610348,0.1383263942844075,1.0
0.4209734155810323,24.12,0.8330059337171257,0.1669940662828742,0.1391070481091852,0.9999999999999999
0.4225442119078272,24.21,0.8318325707162292,0.16816742928377076,0.13988714501185873,1.0
0.4241150082346221,24.3,0.830655932661826,0.1693440673381741,0.14066665419553806,1.0
0.42568580456141697,24.39,0.8294760311668584,0.17052396883314153,0.1414455448865353,1.0
0.4272566008882119,24.48,0.8282928778764782,0.1717071221235218,0.14222378633557978,1.0
0.4288273972150068,24.57,0.8271064844679304,0.17289351553206944,0.14300134781903148,0.9999999999999999
0.4303981935418017,24.660000000000004,0.8259168626504395,0.17408313734956063,0.14377819864009467,1.0000000000000002
0.43196898986859655,24.75,0.8247240241650917,0.17527597583490817,0.14455430813002884,0.9999999999999999
0.43353978619539146,24.84,0.8235279807847221,0.17647201921527783,0.14532964564936043,1.0
0.4351105825221864,24.93,0.8223287443137958,0.17767125568620434,0.14610418058909178,1.0
0.4366813788489813,25.020000000000003,0.8211263265882921,0.17887367341170785,0.14687788237190952,1.0
0.4382521751757762,25.110000000000003,0.8199207394755893,0.1800792605244108,0.1476507204533922,1.0
0.43982297150257105,25.2,0.818711994874345,0.18128800512565516,0.1484226643232156,1.0000000000000002
0.44139376782936596,25.290000000000003,0.8175001047143804,0.1824998952856197,0.14919368350635756,1.0
0.44296456415616087,25.380000000000003,0.8162850809565623,0.1837149190434378,0.14996374756430092,1.0
0.4445353604829558,25.470000000000002,0.8150669355926845,0.1849330644073155,0.1507328260962352,1.0
0.44610615680975063,25.56,0.8138456806453502,0.18615431935464974,0.1515008887402568,1.0
0.44767695313654554,25.650000000000002,0.8126213281678526,0.18737867183214743,0.15226790517456784,1.0
0.44924774946334045,25.740000000000002,0.8113938902440562,0.18860610975594377,0.15303384511867266,1.0
0.45081854579013536,25.830000000000002,0.810163378988278,0.18983662101172202,0.15379867833457384,1.0
0.4523893421169302,25.92,0.8089298065451672,0.1910701934548328,0.15456237462796557,1.0
0.4539601384437251,26.01,0.8076931850895859,0.19230681491041426,0.15532490384942596,1.0000000000000002
0.45553093477052004,26.1,0.8064535268264883,0.19354647317351176,0.15608623589560686,1.0
0.45710173109731495,26.19,0.8052108439908012,0.19478915600919877,0.1568463407104228,1.0
0.4586725274241098,26.28,0.8039651488473027,0.19603485115269728,0.1576051882862371,1.0
0.4602433237509047,26.37,0.8027164536905007,0.1972835463094993,0.15836274866504693,1.0
0.4618141200776996,26.46,0.8014647708445124,0.19853522915548763,0.15911899193966564,1.0
